transaction_id,customer_id,transaction_date,amount,status,payment_method,region,plan
T01458,C085,2024-04-26,99,success,bank,India,Basic
T01459,C045,2024-03-03,150,success,upi,Singapore,Basic
T01460,C049,2024-02-07,350,success,upi,India,Pro
T01461,C071,2024-06-12,300,success,bank,UK,Pro
T01462,C075,2024-02-12,99,success,upi,UK,Basic
T01463,C037,2024-03-18,150,success,bank,Singapore,Basic
T01464,C017,2024-06-28,900,success,upi,Singapore,Enterprise
T01465,C042,2024-02-14,99,success,card,Germany,Basic
T01466,C086,2024-01-17,300,success,bank,Singapore,Pro
T01467,C005,2024-02-12,300,failed,card,UK,Pro
T01468,C098,2024-02-04,1200,success,card,UK,Enterprise
T01469,C070,2024-05-19,250,success,card,Germany,Pro
T01470,C056,2024-01-10,300,failed,upi,US,Pro
T01471,C044,2024-06-07,99,success,card,US,Basic
T01472,C098,2024-01-25,350,success,card,Germany,Pro
T01473,C060,2024-01-31,900,failed,bank,UK,Enterprise
T01474,C014,2024-03-09,350,failed,upi,US,Pro
T01475,C091,2024-03-28,350,success,card,Singapore,Pro
T01476,C016,2024-03-18,1200,success,card,Germany,Enterprise
T01477,C088,2024-06-29,99,success,bank,UK,Basic
T01478,C008,2024-03-29,250,success,card,UK,Pro
T01479,C015,2024-06-10,150,success,upi,UK,Basic
T01480,C061,2024-05-31,1200,success,bank,US,Enterprise
T01481,C018,2024-03-12,300,success,upi,Germany,Pro
T01482,C003,2024-02-28,300,success,card,Singapore,Pro
T01483,C046,2024-02-21,1200,success,bank,India,Enterprise
T01484,C086,2024-01-10,900,success,card,Singapore,Enterprise
T01485,C074,2024-05-11,250,success,card,US,Pro
T01486,C088,2024-06-10,300,failed,bank,UK,Pro
T01487,C039,2024-03-08,99,success,card,India,Basic
T01488,C090,2024-01-04,120,success,bank,US,Basic
T01489,C027,2024-04-03,700,success,bank,Singapore,Enterprise
T01490,C080,2024-03-29,300,failed,upi,Singapore,Pro
T01491,C093,2024-03-21,150,success,card,India,Basic
T01492,C032,2024-06-27,1200,success,card,US,Enterprise
T01493,C046,2024-01-29,350,success,upi,Germany,Pro
T01494,C014,2024-06-17,900,success,bank,Singapore,Enterprise
T01495,C006,2024-01-23,350,success,card,Germany,Pro
T01496,C026,2024-06-06,300,success,card,US,Pro
T01497,C018,2024-06-07,150,success,bank,UK,Basic
T01498,C057,2024-04-05,1200,success,upi,Singapore,Enterprise
T01499,C055,2024-05-29,350,success,card,US,Pro
T01500,C100,2024-06-23,1200,success,upi,Singapore,Enterprise
T01501,C009,2024-05-11,1200,success,card,Singapore,Enterprise
T01502,C001,2024-06-22,120,success,card,UK,Basic
T01503,C097,2024-03-28,700,failed,bank,India,Enterprise
T01504,C091,2024-02-08,250,success,upi,Germany,Pro
T01505,C012,2024-02-17,120,success,bank,India,Basic
T01506,C020,2024-06-25,250,success,card,India,Pro
T01507,C016,2024-01-11,700,success,bank,UK,Enterprise
T01508,C027,2024-03-11,700,success,upi,Germany,Enterprise
T01509,C041,2024-05-17,99,success,bank,Germany,Basic
T01510,C056,2024-03-09,700,success,bank,US,Enterprise
T01511,C001,2024-02-03,120,success,bank,India,Basic
T01512,C100,2024-02-27,900,success,card,Singapore,Enterprise
T01513,C021,2024-04-27,1200,success,card,Germany,Enterprise
T01514,C040,2024-05-31,120,success,bank,India,Basic
T01515,C100,2024-01-05,250,success,bank,UK,Pro
T01516,C088,2024-01-04,700,success,upi,US,Enterprise
T01517,C003,2024-03-20,250,success,upi,Singapore,Pro
T01518,C088,2024-01-22,150,success,upi,Singapore,Basic
T01519,C068,2024-01-18,900,success,card,India,Enterprise
T01520,C085,2024-05-09,300,success,upi,UK,Pro
T01521,C061,2024-02-04,1200,success,upi,Germany,Enterprise
T01522,C037,2024-06-26,120,success,upi,UK,Basic
T01523,C027,2024-03-16,900,success,card,India,Enterprise
T01524,C026,2024-03-03,300,success,card,Singapore,Pro
T01525,C006,2024-03-31,300,success,bank,US,Pro
T01526,C024,2024-05-26,1200,success,card,Singapore,Enterprise
T01527,C073,2024-05-17,1200,failed,card,UK,Enterprise
T01528,C036,2024-05-30,900,success,upi,UK,Enterprise
T01529,C080,2024-04-06,300,success,card,Germany,Pro
T01530,C097,2024-02-16,99,success,bank,US,Basic
T01531,C084,2024-03-27,99,success,bank,Singapore,Basic
T01532,C085,2024-02-23,350,success,upi,Germany,Pro
T01533,C086,2024-02-11,900,success,upi,US,Enterprise
T01534,C043,2024-05-04,120,success,bank,India,Basic
T01535,C027,2024-03-22,300,success,bank,US,Pro
T01536,C032,2024-05-14,150,success,upi,UK,Basic
T01537,C055,2024-02-15,250,success,card,UK,Pro
T01538,C067,2024-06-25,700,success,bank,India,Enterprise
T01539,C056,2024-06-14,350,success,bank,Germany,Pro
T01540,C045,2024-03-01,900,success,card,India,Enterprise
T01541,C009,2024-05-30,150,success,upi,US,Basic
T01542,C029,2024-05-09,1200,success,upi,Germany,Enterprise
T01543,C035,2024-03-17,1200,success,upi,Singapore,Enterprise
T01544,C090,2024-05-11,150,success,bank,Germany,Basic
T01545,C066,2024-04-02,350,failed,card,UK,Pro
T01546,C076,2024-05-28,300,failed,bank,UK,Pro
T01547,C045,2024-02-05,120,success,bank,US,Basic
T01548,C096,2024-04-28,99,success,bank,Singapore,Basic
T01549,C014,2024-06-17,150,success,card,UK,Basic
T01550,C077,2024-05-17,1200,success,card,UK,Enterprise
T01551,C016,2024-05-16,250,success,bank,US,Pro
T01552,C020,2024-05-24,350,success,bank,Singapore,Pro
T01553,C062,2024-04-21,120,success,bank,Germany,Basic
T01554,C014,2024-03-18,350,success,bank,Singapore,Pro
T01555,C095,2024-01-01,250,success,card,US,Pro
T01556,C054,2024-06-15,120,failed,card,US,Basic
T01557,C026,2024-06-04,900,success,bank,US,Enterprise
T01558,C009,2024-05-25,120,success,bank,UK,Basic
T01559,C051,2024-03-24,300,success,card,US,Pro
T01560,C049,2024-01-04,150,success,bank,Germany,Basic
T01561,C001,2024-02-04,1200,success,bank,India,Enterprise
T01562,C015,2024-06-23,1200,success,card,Germany,Enterprise
T01563,C069,2024-01-21,150,success,card,US,Basic
T01564,C091,2024-05-22,700,success,upi,UK,Enterprise
T01565,C075,2024-05-28,250,success,bank,India,Pro
T01566,C076,2024-04-01,150,success,card,UK,Basic
T01567,C070,2024-03-02,900,success,bank,Germany,Enterprise
T01568,C072,2024-04-22,300,success,bank,Germany,Pro
T01569,C072,2024-03-20,700,success,card,Singapore,Enterprise
T01570,C074,2024-05-24,120,success,upi,Singapore,Basic
T01571,C040,2024-01-20,150,success,card,Singapore,Basic
T01572,C095,2024-02-20,900,success,bank,India,Enterprise
T01573,C023,2024-03-27,300,failed,card,UK,Pro
T01574,C042,2024-06-10,1200,success,bank,UK,Enterprise
T01575,C074,2024-04-19,150,success,upi,India,Basic
T01576,C025,2024-01-09,250,failed,bank,India,Pro
T01577,C069,2024-04-28,120,success,upi,India,Basic
T01578,C007,2024-01-24,900,failed,upi,UK,Enterprise
T01579,C026,2024-01-05,99,success,bank,US,Basic
T01580,C013,2024-02-12,250,success,bank,US,Pro
T01581,C056,2024-06-22,900,success,upi,US,Enterprise
T01582,C082,2024-04-05,700,success,card,Germany,Enterprise
T01583,C072,2024-02-16,99,success,upi,India,Basic
T01584,C065,2024-04-02,120,success,upi,Germany,Basic
T01585,C079,2024-02-28,250,success,bank,Germany,Pro
T01586,C076,2024-01-25,350,success,upi,Singapore,Pro
T01587,C026,2024-01-24,900,success,card,Singapore,Enterprise
T01588,C094,2024-02-13,120,failed,bank,Singapore,Basic
T01589,C065,2024-05-06,250,success,bank,UK,Pro
T01590,C005,2024-04-28,1200,success,card,Singapore,Enterprise
T01591,C092,2024-03-22,300,failed,card,Germany,Pro
T01592,C095,2024-04-03,150,success,card,US,Basic
T01593,C079,2024-01-09,350,success,card,US,Pro
T01594,C084,2024-05-12,99,success,card,UK,Basic
T01595,C077,2024-04-19,250,success,upi,US,Pro
T01596,C086,2024-06-26,300,success,upi,Singapore,Pro
T01597,C041,2024-05-26,700,success,upi,Singapore,Enterprise
T01598,C060,2024-04-09,1200,success,upi,UK,Enterprise
T01599,C048,2024-02-26,700,success,bank,Singapore,Enterprise
T01600,C055,2024-03-26,150,failed,card,UK,Basic
T01601,C003,2024-01-05,150,success,card,Singapore,Basic
T01602,C021,2024-02-10,900,success,upi,UK,Enterprise
T01603,C073,2024-03-27,300,success,upi,Germany,Pro
T01604,C049,2024-02-24,1200,success,bank,US,Enterprise
T01605,C038,2024-06-22,300,success,bank,UK,Pro
T01606,C079,2024-05-01,350,success,bank,Germany,Pro
T01607,C052,2024-05-16,300,success,upi,Germany,Pro
T01608,C078,2024-03-01,300,success,upi,India,Pro
T01609,C057,2024-03-28,250,success,card,India,Pro
T01610,C098,2024-05-14,700,success,bank,UK,Enterprise
T01611,C088,2024-02-18,300,success,card,Singapore,Pro
T01612,C054,2024-01-03,99,success,card,Germany,Basic
T01613,C071,2024-03-18,900,success,card,Singapore,Enterprise
T01614,C038,2024-05-01,250,success,bank,UK,Pro
T01615,C004,2024-06-21,1200,success,bank,India,Enterprise
T01616,C052,2024-04-09,900,success,card,US,Enterprise
T01617,C073,2024-02-07,1200,success,bank,India,Enterprise
T01618,C037,2024-06-28,120,success,card,US,Basic
T01619,C011,2024-04-01,300,success,bank,Germany,Pro
T01620,C054,2024-06-22,300,success,bank,India,Pro
T01621,C080,2024-02-05,99,success,bank,UK,Basic
T01622,C048,2024-03-13,900,success,upi,Germany,Enterprise
T01623,C043,2024-06-22,250,success,card,UK,Pro
T01624,C044,2024-06-27,120,success,upi,UK,Basic
T01625,C047,2024-03-28,250,success,bank,India,Pro
T01626,C001,2024-04-01,250,success,upi,India,Pro
T01627,C001,2024-06-11,150,success,card,UK,Basic
T01628,C022,2024-06-08,700,success,card,Germany,Enterprise
T01629,C085,2024-03-28,250,failed,upi,Singapore,Pro
T01630,C005,2024-02-22,120,success,upi,Singapore,Basic
T01631,C049,2024-05-11,250,success,upi,India,Pro
T01632,C008,2024-04-09,120,success,upi,India,Basic
T01633,C050,2024-05-25,350,success,upi,US,Pro
T01634,C013,2024-03-26,350,failed,bank,India,Pro
T01635,C062,2024-04-15,150,success,upi,Germany,Basic
T01636,C075,2024-05-10,300,success,card,India,Pro
T01637,C011,2024-02-24,120,success,card,Germany,Basic
T01638,C069,2024-04-15,900,success,card,US,Enterprise
T01639,C017,2024-02-09,700,success,upi,US,Enterprise
T01640,C034,2024-06-19,150,success,bank,US,Basic
T01641,C021,2024-02-11,350,success,upi,UK,Pro
T01642,C047,2024-05-11,900,success,bank,UK,Enterprise
T01643,C071,2024-04-09,150,success,card,Germany,Basic
T01644,C082,2024-04-14,1200,success,card,Singapore,Enterprise
T01645,C093,2024-03-07,250,success,card,UK,Pro
T01646,C048,2024-01-30,1200,success,bank,India,Enterprise
T01647,C089,2024-03-19,700,success,bank,Singapore,Enterprise
T01648,C071,2024-01-09,300,success,upi,US,Pro
T01649,C032,2024-01-15,900,success,card,US,Enterprise
T01650,C060,2024-04-01,99,success,upi,Singapore,Basic
T01651,C074,2024-02-28,900,success,upi,Germany,Enterprise
T01652,C032,2024-05-09,120,success,bank,UK,Basic
T01653,C027,2024-01-26,900,success,upi,Germany,Enterprise
T01654,C038,2024-06-11,700,success,card,UK,Enterprise
T01655,C091,2024-03-14,700,success,bank,UK,Enterprise
T01656,C093,2024-05-07,700,success,card,Germany,Enterprise
T01657,C094,2024-03-19,700,success,bank,UK,Enterprise
T01658,C036,2024-04-25,700,success,upi,Singapore,Enterprise
T01659,C048,2024-04-08,1200,success,card,Germany,Enterprise
T01660,C038,2024-05-27,300,success,card,US,Pro
T01661,C091,2024-03-14,300,success,card,UK,Pro
T01662,C060,2024-06-23,300,success,upi,UK,Pro
T01663,C064,2024-01-24,1200,success,upi,Germany,Enterprise
T01664,C068,2024-06-21,900,success,upi,Germany,Enterprise
T01665,C091,2024-06-17,150,success,bank,UK,Basic
T01666,C019,2024-02-03,250,success,card,US,Pro
T01667,C009,2024-04-07,700,success,card,Singapore,Enterprise
T01668,C052,2024-01-14,900,success,card,India,Enterprise
T01669,C002,2024-03-13,1200,success,bank,US,Enterprise
T01670,C027,2024-05-12,300,success,upi,India,Pro
T01671,C003,2024-01-23,700,success,card,Singapore,Enterprise
T01672,C030,2024-06-24,150,success,bank,US,Basic
T01673,C011,2024-05-08,350,success,card,Germany,Pro
T01674,C065,2024-03-02,150,success,bank,Germany,Basic
T01675,C049,2024-02-17,99,success,card,UK,Basic
T01676,C075,2024-05-24,900,success,bank,US,Enterprise
T01677,C025,2024-02-05,900,success,bank,Singapore,Enterprise
T01678,C086,2024-02-02,250,success,upi,Germany,Pro
T01679,C015,2024-04-29,1200,success,card,Germany,Enterprise
T01680,C063,2024-01-05,99,success,bank,India,Basic
T01681,C035,2024-02-06,900,success,bank,US,Enterprise
T01682,C032,2024-03-20,1200,success,bank,UK,Enterprise
T01683,C089,2024-02-01,350,success,bank,India,Pro
T01684,C089,2024-02-19,300,success,card,US,Pro
T01685,C083,2024-04-02,1200,success,card,US,Enterprise
T01686,C044,2024-04-08,120,success,upi,UK,Basic
T01687,C046,2024-03-14,150,success,upi,Germany,Basic
T01688,C091,2024-04-13,1200,success,bank,Singapore,Enterprise
T01689,C049,2024-04-30,700,success,bank,UK,Enterprise
T01690,C015,2024-06-24,99,success,card,US,Basic
T01691,C073,2024-06-19,300,failed,card,Germany,Pro
T01692,C020,2024-06-23,350,success,card,Singapore,Pro
T01693,C027,2024-03-01,120,success,card,Singapore,Basic
T01694,C040,2024-05-19,900,success,bank,Singapore,Enterprise
T01695,C039,2024-01-06,350,success,card,UK,Pro
T01696,C089,2024-04-13,99,success,bank,Singapore,Basic
T01697,C073,2024-03-07,700,success,card,UK,Enterprise
T01698,C090,2024-06-08,250,success,upi,Germany,Pro
T01699,C086,2024-01-25,250,success,upi,UK,Pro
T01700,C077,2024-05-04,900,success,card,Germany,Enterprise
T01701,C080,2024-06-06,900,success,upi,US,Enterprise
T01702,C037,2024-02-16,900,success,bank,Germany,Enterprise
T01703,C048,2024-01-29,250,failed,card,US,Pro
T01704,C017,2024-03-30,350,success,bank,UK,Pro
T01705,C034,2024-01-28,250,success,bank,Germany,Pro
T01706,C037,2024-02-01,300,failed,card,Singapore,Pro
T01707,C064,2024-03-22,99,success,upi,India,Basic
T01708,C027,2024-06-09,250,success,card,India,Pro
T01709,C074,2024-05-27,150,failed,bank,Germany,Basic
T01710,C006,2024-04-07,700,success,card,US,Enterprise
T01711,C040,2024-02-08,700,success,upi,Singapore,Enterprise
T01712,C085,2024-04-24,700,success,upi,India,Enterprise
T01713,C083,2024-01-20,300,failed,upi,Germany,Pro
T01714,C040,2024-05-26,250,success,card,Singapore,Pro
T01715,C097,2024-01-11,1200,success,card,US,Enterprise
T01716,C050,2024-05-14,99,success,bank,India,Basic
T01717,C043,2024-01-29,1200,failed,bank,UK,Enterprise
T01718,C075,2024-03-29,120,success,upi,Singapore,Basic
T01719,C042,2024-01-15,150,success,upi,Germany,Basic
T01720,C005,2024-05-03,120,failed,bank,Singapore,Basic
T01721,C019,2024-03-25,250,success,upi,Singapore,Pro
T01722,C050,2024-03-13,250,success,card,Germany,Pro
T01723,C072,2024-01-09,700,success,bank,US,Enterprise
T01724,C033,2024-01-19,150,success,bank,Singapore,Basic
T01725,C074,2024-06-28,300,success,bank,India,Pro
T01726,C024,2024-03-21,700,success,upi,Germany,Enterprise
T01727,C046,2024-05-06,700,success,card,UK,Enterprise
T01728,C007,2024-01-12,99,success,upi,UK,Basic
T01729,C085,2024-04-27,1200,success,card,India,Enterprise
T01730,C030,2024-04-26,120,success,card,Germany,Basic
T01731,C088,2024-01-07,99,success,upi,India,Basic
T01732,C002,2024-05-21,150,success,bank,UK,Basic
T01733,C005,2024-02-27,700,success,upi,Singapore,Enterprise
T01734,C057,2024-01-26,99,success,card,US,Basic
T01735,C029,2024-04-25,250,success,upi,UK,Pro
T01736,C044,2024-02-13,99,success,bank,Germany,Basic
T01737,C071,2024-04-01,1200,success,bank,Singapore,Enterprise
T01738,C032,2024-01-18,300,success,upi,Germany,Pro
T01739,C023,2024-04-19,99,success,bank,India,Basic
T01740,C086,2024-02-23,1200,success,card,Germany,Enterprise
T01741,C065,2024-03-19,900,success,bank,Germany,Enterprise
T01742,C087,2024-05-12,700,success,card,India,Enterprise
T01743,C098,2024-04-10,350,success,card,Germany,Pro
T01744,C037,2024-03-19,99,success,bank,Singapore,Basic
T01745,C036,2024-03-19,120,success,card,US,Basic
T01746,C047,2024-06-16,350,success,upi,US,Pro
T01747,C048,2024-05-10,99,success,upi,India,Basic
T01748,C083,2024-02-19,1200,success,upi,India,Enterprise
T01749,C068,2024-02-13,1200,success,bank,India,Enterprise
T01750,C025,2024-03-23,99,success,upi,Germany,Basic
T01751,C087,2024-02-28,700,success,card,US,Enterprise
T01752,C084,2024-05-11,350,success,card,India,Pro
T01753,C066,2024-06-11,99,success,card,Germany,Basic
T01754,C048,2024-03-10,350,success,card,Singapore,Pro
T01755,C036,2024-04-08,300,success,bank,India,Pro
T01756,C011,2024-03-31,1200,success,card,Singapore,Enterprise
T01757,C074,2024-02-20,120,success,upi,US,Basic
T01758,C023,2024-05-17,99,success,card,UK,Basic
T01759,C046,2024-04-23,700,success,upi,India,Enterprise
T01760,C067,2024-05-22,250,success,upi,UK,Pro
T01761,C061,2024-02-06,150,success,card,Germany,Basic
T01762,C048,2024-05-07,900,failed,bank,Singapore,Enterprise
T01763,C082,2024-03-25,120,success,bank,UK,Basic
T01764,C048,2024-03-19,700,success,card,UK,Enterprise
T01765,C009,2024-04-26,150,success,upi,Germany,Basic
T01766,C065,2024-05-07,350,success,upi,Singapore,Pro
T01767,C091,2024-05-19,300,success,upi,Germany,Pro
T01768,C012,2024-05-28,250,success,upi,US,Pro
T01769,C007,2024-05-15,300,success,upi,US,Pro
T01770,C057,2024-01-10,99,success,bank,India,Basic
T01771,C054,2024-01-04,300,success,bank,Singapore,Pro
T01772,C036,2024-03-13,99,success,bank,Singapore,Basic
T01773,C017,2024-03-27,99,success,bank,Singapore,Basic
T01774,C089,2024-02-13,99,success,card,Germany,Basic
T01775,C065,2024-03-09,900,success,card,US,Enterprise
T01776,C016,2024-06-28,250,success,bank,Germany,Pro
T01777,C045,2024-02-05,250,success,upi,Germany,Pro
T01778,C088,2024-03-06,350,success,upi,UK,Pro
T01779,C038,2024-04-17,120,success,card,US,Basic
T01780,C057,2024-06-18,350,success,card,India,Pro
T01781,C054,2024-03-28,900,success,card,India,Enterprise
T01782,C082,2024-03-06,900,success,card,India,Enterprise
T01783,C074,2024-05-10,99,success,upi,Germany,Basic
T01784,C044,2024-06-29,150,success,bank,India,Basic
T01785,C070,2024-05-27,350,success,card,US,Pro
T01786,C040,2024-01-18,150,success,upi,UK,Basic
T01787,C055,2024-06-26,250,failed,bank,UK,Pro
T01788,C034,2024-05-24,350,success,card,Germany,Pro
T01789,C020,2024-03-16,120,success,bank,Germany,Basic
T01790,C020,2024-04-07,150,success,card,UK,Basic
T01791,C097,2024-06-28,250,success,upi,Singapore,Pro
T01792,C009,2024-05-24,120,success,bank,India,Basic
T01793,C027,2024-06-19,150,success,bank,US,Basic
T01794,C036,2024-05-20,350,success,upi,UK,Pro
T01795,C062,2024-01-14,1200,success,card,India,Enterprise
T01796,C065,2024-01-27,250,success,bank,UK,Pro
T01797,C063,2024-01-01,300,success,card,Singapore,Pro
T01798,C054,2024-05-30,99,success,upi,Singapore,Basic
T01799,C099,2024-06-22,99,success,bank,Singapore,Basic
T01800,C037,2024-03-05,350,success,upi,UK,Pro
T01801,C061,2024-04-02,150,success,upi,US,Basic
T01802,C053,2024-01-14,700,success,upi,India,Enterprise
T01803,C047,2024-03-13,350,success,upi,US,Pro
T01804,C004,2024-04-18,900,success,card,UK,Enterprise
T01805,C044,2024-06-06,900,success,bank,Germany,Enterprise
T01806,C037,2024-01-22,1200,success,card,Germany,Enterprise
T01807,C019,2024-06-01,900,success,card,Germany,Enterprise
T01808,C018,2024-01-01,700,success,upi,US,Enterprise
T01809,C083,2024-02-09,900,success,upi,US,Enterprise
T01810,C068,2024-03-12,99,failed,bank,Germany,Basic
T01811,C043,2024-02-01,700,success,card,Germany,Enterprise
T01812,C054,2024-04-17,250,success,upi,UK,Pro
T01813,C097,2024-02-20,900,success,card,US,Enterprise
T01814,C016,2024-03-22,150,success,card,UK,Basic
T01815,C095,2024-04-17,700,success,card,Singapore,Enterprise
T01816,C002,2024-05-16,99,success,upi,Singapore,Basic
T01817,C068,2024-04-18,350,failed,upi,US,Pro
T01818,C067,2024-02-14,300,success,bank,Singapore,Pro
T01819,C027,2024-05-13,350,success,bank,Singapore,Pro
T01820,C075,2024-06-05,700,success,bank,Singapore,Enterprise
T01821,C079,2024-05-28,150,success,bank,Germany,Basic
T01822,C014,2024-05-20,700,success,bank,US,Enterprise
T01823,C091,2024-06-12,250,success,upi,Singapore,Pro
T01824,C073,2024-01-29,350,success,card,Singapore,Pro
T01825,C087,2024-05-20,150,success,upi,US,Basic
T01826,C049,2024-04-20,1200,success,upi,India,Enterprise
T01827,C023,2024-06-13,700,success,bank,Germany,Enterprise
T01828,C086,2024-03-22,700,success,card,Germany,Enterprise
T01829,C066,2024-02-11,900,success,bank,US,Enterprise
T01830,C026,2024-01-16,1200,success,bank,Germany,Enterprise
T01831,C034,2024-03-23,99,success,bank,UK,Basic
T01832,C086,2024-02-01,150,success,card,India,Basic
T01833,C003,2024-04-13,1200,success,bank,US,Enterprise
T01834,C023,2024-03-01,300,success,card,UK,Pro
T01835,C025,2024-05-23,150,success,upi,India,Basic
T01836,C059,2024-01-19,300,failed,upi,Singapore,Pro
T01837,C079,2024-01-11,1200,success,bank,India,Enterprise
T01838,C061,2024-05-13,120,success,upi,Singapore,Basic
T01839,C069,2024-02-12,1200,success,bank,India,Enterprise
T01840,C023,2024-03-20,300,success,card,US,Pro
T01841,C088,2024-04-29,900,success,bank,India,Enterprise
T01842,C082,2024-03-21,900,success,upi,India,Enterprise
T01843,C055,2024-05-31,250,success,upi,UK,Pro
T01844,C036,2024-02-16,900,success,bank,Singapore,Enterprise
T01845,C076,2024-06-07,900,success,bank,India,Enterprise
T01846,C062,2024-04-04,1200,success,card,Singapore,Enterprise
T01847,C051,2024-06-22,350,success,bank,Germany,Pro
T01848,C064,2024-01-07,1200,success,card,Singapore,Enterprise
T01849,C093,2024-04-30,120,success,card,Germany,Basic
T01850,C029,2024-01-16,900,success,card,Germany,Enterprise
T01851,C091,2024-03-23,150,success,upi,Singapore,Basic
T01852,C041,2024-01-01,120,success,bank,Germany,Basic
T01853,C073,2024-01-18,120,success,upi,US,Basic
T01854,C082,2024-04-14,150,success,card,UK,Basic
T01855,C063,2024-06-26,900,success,card,UK,Enterprise
T01856,C039,2024-06-05,1200,success,card,Germany,Enterprise
T01857,C081,2024-02-13,250,success,bank,Germany,Pro
T01858,C011,2024-01-07,150,success,card,India,Basic
T01859,C082,2024-05-19,250,success,upi,Germany,Pro
T01860,C060,2024-06-29,900,failed,bank,India,Enterprise
T01861,C094,2024-01-27,350,success,card,Singapore,Pro
T01862,C065,2024-06-05,150,success,card,UK,Basic
T01863,C064,2024-03-24,300,failed,upi,India,Pro
T01864,C009,2024-02-19,150,success,upi,India,Basic
T01865,C019,2024-04-14,300,success,card,Singapore,Pro
T01866,C084,2024-06-10,120,success,upi,UK,Basic
T01867,C087,2024-04-23,900,success,card,Germany,Enterprise
T01868,C018,2024-01-23,700,success,bank,India,Enterprise
T01869,C090,2024-06-03,700,success,card,Singapore,Enterprise
T01870,C049,2024-06-22,300,success,card,UK,Pro
T01871,C080,2024-03-27,250,success,card,UK,Pro
T01872,C014,2024-01-13,350,success,bank,UK,Pro
T01873,C050,2024-01-28,300,success,card,UK,Pro
T01874,C036,2024-02-01,120,success,bank,Germany,Basic
T01875,C094,2024-01-21,250,success,upi,Germany,Pro
T01876,C018,2024-04-07,300,success,upi,UK,Pro
T01877,C094,2024-02-16,1200,success,bank,UK,Enterprise
T01878,C094,2024-04-27,150,failed,card,UK,Basic
T01879,C042,2024-01-04,150,success,card,Germany,Basic
T01880,C072,2024-01-10,900,success,card,UK,Enterprise
T01881,C029,2024-01-31,700,success,upi,Germany,Enterprise
T01882,C004,2024-02-10,250,success,card,Germany,Pro
T01883,C005,2024-06-06,120,success,card,India,Basic
T01884,C090,2024-04-28,99,success,upi,India,Basic
T01885,C022,2024-03-16,250,success,bank,India,Pro
T01886,C039,2024-06-10,250,success,bank,India,Pro
T01887,C038,2024-05-17,99,success,bank,UK,Basic
T01888,C085,2024-06-11,120,success,upi,UK,Basic
T01889,C039,2024-04-07,300,success,card,Singapore,Pro
T01890,C059,2024-04-14,300,success,card,Singapore,Pro
T01891,C031,2024-04-09,700,success,upi,Singapore,Enterprise
T01892,C079,2024-02-20,700,success,card,US,Enterprise
T01893,C025,2024-06-03,99,success,bank,Germany,Basic
T01894,C064,2024-06-28,900,success,upi,UK,Enterprise
T01895,C088,2024-02-27,99,success,card,US,Basic
T01896,C075,2024-04-13,300,success,upi,India,Pro
T01897,C040,2024-01-09,250,success,card,UK,Pro
T01898,C065,2024-04-22,120,success,card,Singapore,Basic
T01899,C004,2024-04-09,900,success,bank,Singapore,Enterprise
T01900,C002,2024-03-09,120,success,upi,UK,Basic
T01901,C083,2024-05-17,700,success,bank,India,Enterprise
T01902,C038,2024-04-26,120,success,bank,Germany,Basic
T01903,C086,2024-01-30,150,failed,upi,India,Basic
T01904,C035,2024-06-04,700,success,card,UK,Enterprise
T01905,C083,2024-01-17,1200,failed,upi,Germany,Enterprise
T01906,C061,2024-02-29,99,success,card,India,Basic
T01907,C085,2024-02-18,250,success,bank,UK,Pro
T01908,C044,2024-01-05,250,success,upi,India,Pro
T01909,C051,2024-05-17,250,success,upi,UK,Pro
T01910,C097,2024-03-14,120,success,upi,US,Basic
T01911,C085,2024-03-06,250,success,upi,UK,Pro
T01912,C098,2024-05-13,150,success,upi,US,Basic
T01913,C047,2024-06-28,99,success,card,Germany,Basic
T01914,C080,2024-06-28,1200,success,card,UK,Enterprise
T01915,C068,2024-03-02,350,success,card,Singapore,Pro
T01916,C052,2024-04-09,250,success,upi,US,Pro
T01917,C057,2024-03-15,900,success,bank,US,Enterprise
T01918,C056,2024-01-24,350,failed,upi,US,Pro
T01919,C059,2024-06-03,120,success,bank,Germany,Basic
T01920,C052,2024-04-22,700,success,card,US,Enterprise
T01921,C031,2024-02-19,1200,success,card,UK,Enterprise
T01922,C057,2024-02-18,1200,success,upi,US,Enterprise
T01923,C080,2024-04-09,99,success,bank,Germany,Basic
T01924,C045,2024-02-12,1200,success,bank,Germany,Enterprise
T01925,C007,2024-05-10,350,success,upi,India,Pro
T01926,C075,2024-05-13,300,success,card,India,Pro
T01927,C082,2024-01-01,150,success,upi,US,Basic
T01928,C054,2024-05-24,120,success,upi,India,Basic
T01929,C088,2024-01-07,300,success,upi,India,Pro
T01930,C093,2024-04-30,900,success,bank,India,Enterprise
T01931,C004,2024-04-26,120,failed,bank,Singapore,Basic
T01932,C072,2024-05-26,900,success,card,Germany,Enterprise
T01933,C025,2024-06-04,1200,success,card,US,Enterprise
T01934,C038,2024-03-01,350,success,card,India,Pro
T01935,C066,2024-03-29,900,success,bank,Germany,Enterprise
T01936,C067,2024-05-09,900,failed,bank,Germany,Enterprise
T01937,C092,2024-04-15,350,success,bank,India,Pro
T01938,C024,2024-04-25,150,success,upi,UK,Basic
T01939,C029,2024-01-26,250,success,upi,US,Pro
T01940,C089,2024-05-22,350,success,bank,UK,Pro
T01941,C004,2024-06-22,900,success,bank,UK,Enterprise
T01942,C064,2024-05-04,120,success,bank,India,Basic
